,Medicine Name ,Medicine MF,Medicine MW,IUPAC Name,Compound CID ,Create Date
3094,oxiglutatione; glutathione disulfide; 27025-41-8; GSSG; oxidized glutathione; ...,C20H32N6O12S2,C20H32N6O12S2,Isomeric SMILES: C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,65359,  2004-09-16
3095,Triciribine; 35943-35-2; API-2; Tricyclic nucleoside; Pentaazacentopthylene; ...,C13H16N6O4,C13H16N6O4,Isomeric SMILES: CN1C2=NC=NC3=C2C(=CN3[C@H]4[C@@H]([C@@H]([C@H](O4)CO)O)O)C(=N1)N,65399,  2005-08-01
3096,narasin; Narasin A; Compound 79891; Monteban; 55134-13-9; ...,C43H72O11,C43H72O11,Isomeric SMILES: CC[C@H]([C@H]1[C@H](C[C@@H]([C@@H](O1)[C@@H](C)[C@@H]([C@H](C)C(=O)[C@H](CC)[C@@H]2[C@H](C[C@H]([C@]3(O2)C=C[C@H]([C@@]4(O3)CC[C@@](O4)(C)[C@H]5CC[C@@]([C@@H](O5)C)(CC)O)O)C)C)O)C)C)C(=O)O,65452,  2005-08-08
3097,Benzydamine hydrochloride; 132-69-4; Benzydamine HCl; Benzindamine hydrochloride; Benzidamine hydrochloride; ...,C19H24ClN3O,C19H24ClN3O,Isomeric SMILES: CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,65464,  2005-06-24
3098,iopamidol; 60166-93-0; Iopamiron; Iopamiro; Isovue; ...,C17H22I3N3O8,C17H22I3N3O8,Isomeric SMILES: C[C@@H](C(=O)NC1=C(C(=C(C(=C1I)C(=O)NC(CO)CO)I)C(=O)NC(CO)CO)I)O,65492,  2005-06-24
3099,"51-74-1; Histamine acid phosphate; Histamine biphosphate; 2-(1H-imidazol-4-yl)ethanamine bis(phosphate); 1H-Imidazole-4-ethanamine, phosphate (1:2); ...",C5H15N3O8P2,C5H15N3O8P2,Isomeric SMILES: C1=C(NC=N1)CCN.OP(=O)(O)O.OP(=O)(O)O,65513,  2005-08-08
3100,cephalosporin C; 61-24-5; 7-(5-Amino-5-carboxyvaleramido)cephalosporanic acid; UNII-3XIY7HJT5L; CHEBI:15776; ...,C16H21N3O8S,C16H21N3O8S,Isomeric SMILES: CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)CCC[C@H](C(=O)O)N)SC1)C(=O)O,65536,  2004-09-16
3101,Cedrol; (+)-Cedrol; 77-53-2; alpha-Cedrol; 8betaH-Cedran-8-ol; ...,C15H26O,C15H26O,Isomeric SMILES: C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)O,65575,  2005-03-26
3102,Iprazochrome; Divascan; 7248-21-7; Novochrome; Isopropylnoradenochrome monosemicarbazone; ...,C12H16N4O3,C12H16N4O3,Isomeric SMILES: CC(C)N1CC(C2=CC(=C(C=C21)O)N=NC(=O)N)O,65594,  2005-03-26
3103,Erdosteine; 84611-23-4; RV 144; 105426-14-0; 2-[2-oxo-2-[(2-oxothiolan-3-yl)amino]ethyl]sulfanylacetic acid; ...,C8H11NO4S2,C8H11NO4S2,Isomeric SMILES: C1CSC(=O)C1NC(=O)CSCC(=O)O,65632,  2005-08-08
3104,Litoxetine; 86811-09-8; 4-(2-Naphthylmethoxy)piperidine; 4-(naphthalen-2-ylmethoxy)piperidine; UNII-9980ST005G; ...,C16H19NO,C16H19NO,Isomeric SMILES: C1CNCCC1OCC2=CC3=CC=CC=C3C=C2,65650,  2005-08-08
3105,Trofosfamide; 22089-22-1; Trophosphamide; Ixoten; Trifosfamide; ...,C9H18Cl3N2O2P,C9H18Cl3N2O2P,Isomeric SMILES: C1CN(P(=O)(OC1)N(CCCl)CCCl)CCCl,65702,  2005-03-26
3106,Ecabet; 33159-27-2; Ecabet [INN]; UNII-2K02669KWP; Ecabet (INN); ...,C20H28O5S,C20H28O5S,Isomeric SMILES: CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O,65781,  2005-06-24
3107,Tedisamil; Pulzium; 90961-53-8; Tedisamilum; KC-8857; ...,C19H32N2,C19H32N2,Isomeric SMILES: C1CCC2(C1)C3CN(CC2CN(C3)CC4CC4)CC5CC5,65825,  2005-08-08
3108,"Eltoprazine; 98224-03-4; 98206-09-8; 1-(2,3-Dihydrobenzo[b][1,4]dioxin-5-yl)piperazine; 1-(2,3-Dihydro-benzo[1,4]dioxin-5-yl)-piperazine; ...",C12H16N2O2,C12H16N2O2,Isomeric SMILES: C1CN(CCN1)C2=C3C(=CC=C2)OCCO3,65853,  2005-08-08
3109,"Esreboxetine; (S,S)-reboxetine; 98819-76-2; Vestra; UNII-L8S50ZY490; ...",C19H23NO3,C19H23NO3,Isomeric SMILES: CCOC1=CC=CC=C1O[C@H]([C@@H]2CNCCO2)C3=CC=CC=C3,65856,  2005-08-08
3110,"Levodropropizine; 99291-25-5; (S)-3-(4-Phenylpiperazin-1-yl)propane-1,2-diol; Levdropropizine; Levotuss; ...",C13H20N2O2,C13H20N2O2,Isomeric SMILES: C1CN(CCN1C[C@@H](CO)O)C2=CC=CC=C2,65859,  2005-07-07
3111,Sertaconazole; 99592-32-2; Sertaconazol [Spanish]; Sertaconazolum [Latin]; FI-7045; ...,C20H15Cl3N2OS,C20H15Cl3N2OS,Isomeric SMILES: C1=CC2=C(C(=C1)Cl)SC=C2COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl,65863,  2005-08-01
3112,Flomoxef; 99665-00-6; Flomoxefum; FMOX; Flomoxef [INN]; ...,C15H18F2N6O7S2,C15H18F2N6O7S2,Isomeric SMILES: CO[C@@]1([C@@H]2N(C1=O)C(=C(CO2)CSC3=NN=NN3CCO)C(=O)O)NC(=O)CSC(F)F,65864,  2005-06-24
3113,faropenem; Fropenem; 106560-14-9; Faropenem sodium; UNII-F52Y83BGH3; ...,C12H15NO5S,C12H15NO5S,Isomeric SMILES: C[C@H]([C@@H]1[C@@H]2N(C1=O)C(=C(S2)[C@H]3CCCO3)C(=O)O)O,65894,  2005-06-24
3114,Mizolastine; 108612-45-9; Mizollen; Zolistan; SL 85.0324; ...,C24H25FN6O,C24H25FN6O,Isomeric SMILES: CN(C1CCN(CC1)C2=NC3=CC=CC=C3N2CC4=CC=C(C=C4)F)C5=NC=CC(=O)N5,65906,  2005-06-24
3115,Nemorubicin; 108852-90-0; Methoxymorpholino-doxorubicin; Methoxymorpholinyl doxorubicin; FCE-23762; ...,C32H37NO13,C32H37NO13,Isomeric SMILES: C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N6CCO[C@@H](C6)OC)O,65907,  2005-08-08
3116,Tallimustine; 115308-98-0; UNII-71193OXG6S; N-[5-[[5-[(3-amino-3-iminopropyl)carbamoyl]-1-methylpyrrol-3-yl]carbamoyl]-1-methylpyrrol-3-yl]-4-[[4-[bis(2-chloroethyl)amino]benzoyl]amino]-1-methylpyrrole-2-carboxamide; 71193OXG6S; ...,C32H38Cl2N10O4,C32H38Cl2N10O4,Isomeric SMILES: CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCC(=N)N)C)C)NC(=O)C4=CC=C(C=C4)N(CCCl)CCCl,65924,  2005-08-08
3117,Prulifloxacin; 123447-62-1; NM441; Pruvel; NM 441; ...,C21H20FN3O6S,C21H20FN3O6S,Isomeric SMILES: CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,65947,  2005-08-08
3118,"Azelnidipine; 123524-52-7; 3-(1-Benzhydrylazetidin-3-yl) 5-isopropyl 2-amino-6-methyl-4-(3-nitrophenyl)-1,4-dihydropyridine-3,5-dicarboxylate; Calblock; CS-905; ...",C33H34N4O6,C33H34N4O6,Isomeric SMILES: CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,65948,  2005-06-24
3119,Intoplicine; 125974-72-3; UNII-FB2CIN6HMI; FB2CIN6HMI; RP 60475; ...,C21H24N4O,C21H24N4O,Isomeric SMILES: CC1=CN=C(C2=C1NC3=C2C4=C(C=C3)C=C(C=C4)O)NCCCN(C)C,65954,  2005-03-26
3120,Iobitridol; Xenetix; 136949-58-1; UNII-182ECH14UH; 182ECH14UH; ...,C20H28I3N3O9,C20H28I3N3O9,Isomeric SMILES: CN(CC(CO)O)C(=O)C1=C(C(=C(C(=C1I)NC(=O)C(CO)CO)I)C(=O)N(C)CC(CO)O)I,65985,  2005-06-24
3121,Lerisetron; 143257-98-1; UNII-Q36R82SXRG; 1-Benzyl-2-(piperazin-1-yl)-1H-benzo[d]imidazole; Q36R82SXRG; ...,C18H20N4,C18H20N4,Isomeric SMILES: C1CN(CCN1)C2=NC3=CC=CC=C3N2CC4=CC=CC=C4,65997,  2005-08-08
3122,L-Histidine hydrochloride; 645-35-2; 1007-42-7; (S)-2-Amino-3-(1H-imidazol-4-yl)propanoic acid hydrochloride; H-His-OH.xHCl; ...,C6H10ClN3O2,C6H10ClN3O2,Isomeric SMILES: C1=C(NC=N1)C[C@@H](C(=O)O)N.Cl,66091,  2005-06-24
3123,Adipic dihydrazide; 1071-93-8; Adipohydrazide; Adipic acid dihydrazide; Hexanedihydrazide; ...,C6H14N4O2,C6H14N4O2,Isomeric SMILES: C(CCC(=O)NN)CC(=O)NN,66117,  2005-03-26
3124,Protheobromine; Cordabromin; Protheobromin; Corodil; Vascopil; ...,C10H14N4O3,C10H14N4O3,Isomeric SMILES: CC(CN1C(=O)C2=C(N=CN2C)N(C1=O)C)O,66120,  2005-08-08
3125,Cortivazol; Idaltim; Dilaster; 1110-40-3; Cortivazolum; ...,C32H38N2O5,C32H38N2O5,Isomeric SMILES: C[C@@H]1C[C@H]2[C@@H]3C=C(C4=CC5=C(C[C@@]4([C@H]3[C@H](C[C@@]2([C@]1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C,66249,  2005-08-08
3126,L-Arginine hydrochloride; 1119-34-2; Arginine Hydrochloride; L-Arginine monohydrochloride; L-ARGININE HCL; ...,C6H15ClN4O2,C6H15ClN4O2,Isomeric SMILES: C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl,66250,  2005-06-24
3127,NORBOLETHONE; Norboletone; Genabol; DL-Norbolethone; 797-58-0; ...,C21H32O2,C21H32O2,Isomeric SMILES: CC[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(CC)O)CCC4=CC(=O)CC[C@H]34,66255,  2005-03-26
3128,Propatyl nitrate; Propatylnitrate; 2921-92-8; ETTN; UNII-AJT2YN495R; ...,C6H11N3O9,C6H11N3O9,Isomeric SMILES: CCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],66261,  2005-03-27
3129,"3254-89-5; Diphenidol hydrochloride; difenidol hydrochloride; Diphenidol HCl; 1,1-Diphenyl-4-(piperidin-1-yl)butan-1-ol hydrochloride; ...",C21H28ClNO,C21H28ClNO,Isomeric SMILES: C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O.Cl,66266,  2005-03-27
3130,Octathiocane; Octasulfur; Cyclooctasulfur; Sulphur yellow 2; 10544-50-0; ...,S8,S8,Isomeric SMILES: S1SSSSSSS1,66348,  2004-09-16
3131,Trenbolone acetate; 10161-34-9; Finaplix; Trenbolone 17-acetate; Trenbolone (acetate); ...,C20H24O3,C20H24O3,Isomeric SMILES: CC(=O)O[C@H]1CC[C@@H]2[C@@]1(C=CC3=C4CCC(=O)C=C4CC[C@@H]23)C,66359,  2005-08-08
3132,edoxudine; 5-Ethyl-2'-deoxyuridine; 15176-29-1; 2'-Deoxy-5-ethyluridine; Epoxudine; ...,C11H16N2O5,C11H16N2O5,Isomeric SMILES: CCC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)O,66377,  2005-06-29
3133,"Salicylhydroxamic acid; N,2-Dihydroxybenzamide; 89-73-6; Salicylohydroxamic acid; 2-Hydroxybenzohydroxamic acid; ...",C7H7NO3,C7H7NO3,Isomeric SMILES: C1=CC=C(C(=C1)C(=O)NO)O,66644,  2005-03-26
3134,"121-30-2; 4-Amino-6-chlorobenzene-1,3-disulfonamide; 4-Amino-6-chloro-1,3-benzenedisulfonamide; Chloraminophenamide; Salmid; ...",C6H8ClN3O4S2,C6H8ClN3O4S2,Isomeric SMILES: C1=C(C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N)N,67136,  2005-03-26
3135,"Acetone oxime; Acetoxime; 127-06-0; propan-2-one oxime; 2-Propanone, oxime; ...",C3H7NO,C3H7NO,Isomeric SMILES: CC(=NO)C,67180,  2005-03-26
3136,127-76-4; Acetylsulfathiazole; N-(4-(N-(Thiazol-2-yl)sulfamoyl)phenyl)acetamide; N4-Acetylsulfathiazole; N-Acetylsulfathiazole; ...,C11H11N3O3S2,C11H11N3O3S2,Isomeric SMILES: CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,67183,  2005-03-27
3137,"Perfluorotripropylamine; Perfluamine; 338-83-0; Tris(perfluoropropyl)amine; 1-Propanamine, 1,1,2,2,3,3,3-heptafluoro-N,N-bis(heptafluoropropyl)-; ...",C9F21N,C9F21N,Isomeric SMILES: C(C(N(C(C(C(F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F)(F)F)(C(F)(F)F)(F)F,67645,  2005-07-19
3138,L-cystine; 56-89-3; cystine; L-Cystin; L-Dicysteine; ...,C6H12N2O4S2,C6H12N2O4S2,Isomeric SMILES: C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,67678,  2004-09-16
3139,Tangeretin; 481-53-8; Tangeritin; Ponkanetin; Pentamethoxyflavone; ...,C20H20O7,C20H20O7,Isomeric SMILES: COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(C(=C3OC)OC)OC)OC,68077,  2005-03-26
3140,"Isopimpinellin; 482-27-9; 5,8-Dimethoxypsoralen; 5,8-Dimethoxypsoralene; 4,9-dimethoxyfuro[3,2-g]chromen-7-one; ...",C13H10O5,C13H10O5,Isomeric SMILES: COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,68079,  2005-03-26
3141,"Bromanil; 488-48-2; Tetrabromo-1,4-benzoquinone; 2,3,5,6-tetrabromocyclohexa-2,5-diene-1,4-dione; p-Bromanil; ...",C6Br4O2,C6Br4O2,Isomeric SMILES: C1(=C(C(=O)C(=C(C1=O)Br)Br)Br)Br,68101,  2005-03-26
3142,Dioxypyramidon; Dioxoaminopyrine; 519-65-3; N'-Acetyl-2-(dimethylamino)-N'-methyl-2-oxo-N-phenylacetohydrazide; UNII-DU4PCE8X72; ...,C13H17N3O3,C13H17N3O3,Isomeric SMILES: CC(=O)N(C)N(C1=CC=CC=C1)C(=O)C(=O)N(C)C,68214,  2005-08-08
3143,"Sesamol; 533-31-3; 1,3-Benzodioxol-5-ol; 3,4-(Methylenedioxy)phenol; 3,4-Methylenedioxyphenol; ...",C7H6O3,C7H6O3,Isomeric SMILES: C1OC2=C(O1)C=C(C=C2)O,68289,  2005-03-26
3144,"2-Amino-1,3-propanediol; 534-03-2; Serinol; 2-Aminopropane-1,3-diol; 1,3-Propanediol, 2-amino-; ...",C3H9NO2,C3H9NO2,Isomeric SMILES: C(C(CO)N)O,68294,  2005-03-26
3145,7-Methylxanthine; 552-62-5; Heteroxanthine; Heteroxanthin; 7-Methylxanthin; ...,C6H6N4O2,C6H6N4O2,Isomeric SMILES: CN1C=NC2=C1C(=O)NC(=O)N2,68374,  2005-03-26
3146,1-Octacosanol; Octacosan-1-ol; Octacosanol; 557-61-9; Montanyl alcohol; ...,C28H58O,C28H58O,Isomeric SMILES: CCCCCCCCCCCCCCCCCCCCCCCCCCCCO,68406,  2004-09-16
3147,Amiloride hydrochloride dihydrate; 17440-83-4; Amiloride HCl dihydrate; Modamide; Amilorid hydrochlorid-2-wasser; ...,C6H13Cl2N7O3,C6H13Cl2N7O3,Isomeric SMILES: C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.O.O.Cl,68540,  2005-06-24
3148,Ibopamine; 66195-31-1; UNII-8ZCA2I2L11; SB 7505; 8ZCA2I2L11; ...,C17H25NO4,C17H25NO4,Isomeric SMILES: CC(C)C(=O)OC1=C(C=C(C=C1)CCNC)OC(=O)C(C)C,68555,  2005-08-08
3149,Metronidazole hydrochloride; 69198-10-3; Metronidazole Hcl; UNII-76JC1633UF; Metronidazole hydrochloride [USAN]; ...,C6H10ClN3O3,C6H10ClN3O3,Isomeric SMILES: CC1=NC=C(N1CCO)[N+](=O)[O-].Cl,68592,  2005-08-08
3150,"Medetomidine; 86347-14-0; 4-(1-(2,3-Dimethylphenyl)ethyl)-1H-imidazole; Medetomidina; Medetomidinum; ...",C13H16N2,C13H16N2,Isomeric SMILES: CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,68602,  2005-06-24
3151,Metralindole; 54188-38-4; Incasan; UNII-2QW3FL6OPA; Inkasan; ...,C15H17N3O,C15H17N3O,Isomeric SMILES: CN1CCN2C3=C(C=C(C=C3)OC)C4=C2C1=NCC4,68713,  2005-06-04
3152,Antrafenine; 55300-29-3; UNII-21FS93Y6OE; antrafenine dihydrochloride; Stakane; ...,C30H26F6N4O2,C30H26F6N4O2,Isomeric SMILES: C1CN(CCN1CCOC(=O)C2=CC=CC=C2NC3=C4C=CC(=CC4=NC=C3)C(F)(F)F)C5=CC=CC(=C5)C(F)(F)F,68723,  2005-08-08
3153,"Technetium Tc 99m succimer; 65438-08-6; 2,3-bis(sulfanyl)butanedioic acid;technetium-99; Technetium Tc 99m succimer (USP); Technetium Tc 99m succimer [USP]; ...",C4H6O4S2Tc,C4H6O4S2Tc,Isomeric SMILES: C(C(C(=O)O)S)(C(=O)O)S.[99Tc],68726,  2005-06-24
3154,Ropinirole hydrochloride; 91374-20-8; Ropinirole HCl; 4-(2-(Dipropylamino)ethyl)indolin-2-one hydrochloride; ReQuip; ...,C16H25ClN2O,C16H25ClN2O,Isomeric SMILES: CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,68727,  2005-06-24
3155,Talinolol; 57460-41-0; Cordanum; 1-(4-(3-(TERT-BUTYLAMINO)-2-HYDROXYPROPOXY)PHENYL)-3-CYCLOHEXYLUREA; Talinolol [INN]; ...,C20H33N3O3,C20H33N3O3,Isomeric SMILES: CC(C)(C)NCC(COC1=CC=C(C=C1)NC(=O)NC2CCCCC2)O,68770,  2005-08-08
3156,"Imexon; 59643-91-3; BM-06002; 4-Amino-1,3-diazabicyclo[3.1.0]hex-3-en-2-one; MLS002702958; ...",C4H5N3O,C4H5N3O,Isomeric SMILES: C1C2N1C(=O)N=C2N,68791,  2005-03-26
3157,Fexinidazole; 59729-37-2; 1-Methyl-2-((4-(methylthio)phenoxy)methyl)-5-nitro-1H-imidazole; HOE 239; Hoe-239; ...,C12H13N3O3S,C12H13N3O3S,Isomeric SMILES: CN1C(=CN=C1COC2=CC=C(C=C2)SC)[N+](=O)[O-],68792,  2005-08-08
3158,Pirlindole; Pyrazidol; 60762-57-4; Pirlindole free base; Pirazidol; ...,C15H18N2,C15H18N2,Isomeric SMILES: CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4,68802,  2005-03-27
3159,artemisinin; Qinghaosu; 63968-64-9; Artemisinine; Huanghuahaosu; ...,C15H22O5,C15H22O5,Isomeric SMILES: C[C@@H]1CC[C@H]2[C@H](C(=O)O[C@H]3[C@@]24[C@H]1CC[C@](O3)(OO4)C)C,68827,  2005-06-24
3160,Brinzolamide; 138890-62-7; Azopt; AL-4862; AL 4862; ...,C12H21N3O5S3,C12H21N3O5S3,Isomeric SMILES: CCN[C@H]1CN(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)CCCOC,68844,  2005-06-24
3161,"Propacetamol; 66532-85-2; UNII-5CHW4JMR82; (4-acetamidophenyl) 2-(diethylamino)acetate; Glycine, N,N-diethyl-, 4-(acetylamino)phenyl ester; ...",C14H20N2O3,C14H20N2O3,Isomeric SMILES: CCN(CC)CC(=O)OC1=CC=C(C=C1)NC(=O)C,68865,  2005-08-08
3162,Drospirenone; 67392-87-4; Dihydrospirorenone; Dehydrospirorenone; Drospirenona; ...,C24H30O3,C24H30O3,Isomeric SMILES: C[C@]12CCC(=O)C=C1[C@@H]3C[C@@H]3[C@@H]4[C@@H]2CC[C@]5([C@H]4[C@@H]6C[C@@H]6[C@@]57CCC(=O)O7)C,68873,  2005-08-08
3163,Cloricromen; Cloricromene; 68206-94-0; 8-Chlorocarbochromen; Cloricromen [INN]; ...,C20H26ClNO5,C20H26ClNO5,Isomeric SMILES: CCN(CC)CCC1=C(C2=C(C(=C(C=C2)OCC(=O)OCC)Cl)OC1=O)C,68876,  2005-08-08
3164,"Pivagabine; 4-Pivalamidobutanoic acid; 69542-93-4; 4-[(2,2-dimethylpropanoyl)amino]butanoic acid; CXB-722; ...",C9H17NO3,C9H17NO3,Isomeric SMILES: CC(C)(C)C(=O)NCCCC(=O)O,68888,  2005-08-08
3165,Hydrocortisone aceponate; 74050-20-7; Efficort; UNII-2340UP1L2G; Hydrocortisoneaceponate; ...,C26H36O7,C26H36O7,Isomeric SMILES: CCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)O)C)C(=O)COC(=O)C,68921,  2005-08-08
3166,"Fluindione; 957-56-2; Fluindione [INN]; LM 123; 2-(4-fluorophenyl)indene-1,3-dione; ...",C15H9FO2,C15H9FO2,Isomeric SMILES: C1=CC=C2C(=C1)C(=O)C(C2=O)C3=CC=C(C=C3)F,68942,  2005-07-19
3167,Clostebol; 1093-58-9; 4-Chlorotestosterone; 4-Chloro-17beta-hydroxyandrost-4-en-3-one; UNII-Z7D4G976SH; ...,C19H27ClO2,C19H27ClO2,Isomeric SMILES: C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C(C(=O)CC[C@]34C)Cl,68947,  2005-08-08
3168,Pentaerythritol tetraacetate; 597-71-7; Normosterol; Normo-level; Pentaerythrityl Tetraacetate; ...,C13H20O8,C13H20O8,Isomeric SMILES: CC(=O)OCC(COC(=O)C)(COC(=O)C)COC(=O)C,69007,  2005-03-26
3169,Ethyl nicotinate; 614-18-6; ethyl pyridine-3-carboxylate; Ethyl nicotinoate; Ethylnicotinate; ...,C8H9NO2,C8H9NO2,Isomeric SMILES: CCOC(=O)C1=CN=CC=C1,69188,  2005-03-26
3170,beta-Hydroxyisovaleric acid; 625-08-1; 3-Hydroxy-3-methylbutanoic acid; 3-Hydroxyisovaleric acid; 3-Hydroxy-3-methylbutyric acid; ...,C5H10O3,C5H10O3,Isomeric SMILES: CC(C)(CC(=O)O)O,69362,  2005-03-27
3171,"D-threonine; 632-20-2; H-D-Thr-OH; (2R,3S)-2-amino-3-hydroxybutanoic acid; DL-Threonine; ...",C4H9NO3,C4H9NO3,Isomeric SMILES: C[C@@H]([C@H](C(=O)O)N)O,69435,  2004-09-16
3172,"L-Lysine hydrochloride; 657-27-2; L-Lysine monohydrochloride; L-Lysine, monohydrochloride; lysine hydrochloride; ...",C6H15ClN2O2,C6H15ClN2O2,Isomeric SMILES: C(CCN)C[C@@H](C(=O)O)N.Cl,69568,  2005-06-24
3173,"2,5-Diphenylfuran; 955-83-9; Furan, 2,5-diphenyl-; UNII-2FGD8BE3PZ; 2,5-diphenyl-furan; ...",C16H12O,C16H12O,Isomeric SMILES: C1=CC=C(C=C1)C2=CC=C(O2)C3=CC=CC=C3,70387,  2005-03-26
3174,"Moxaverine; 1-Benzyl-3-ethyl-6,7-dimethoxyisoquinoline; 10539-19-2; Eupaverin; 3-Ethyl-1-benzyl-6,7-dimethoxyisoquinoline; ...",C20H21NO2,C20H21NO2,Isomeric SMILES: CCC1=NC(=C2C=C(C(=CC2=C1)OC)OC)CC3=CC=CC=C3,70882,  2005-03-27
3175,"Vanillylamine; 4-(Aminomethyl)-2-methoxyphenol; 1196-92-5; 4-Hydroxy-3-methoxybenzylamine; Phenol, 4-(aminomethyl)-2-methoxy-; ...",C8H11NO2,C8H11NO2,Isomeric SMILES: COC1=C(C=CC(=C1)CN)O,70966,  2005-03-26
3176,Phentermine hydrochloride; 1197-21-3; Phentermine HCl; Phenteral; Fastin; ...,C10H16ClN,C10H16ClN,Isomeric SMILES: CC(C)(CC1=CC=CC=C1)N.Cl,70969,  2005-08-08
3177,Oxprenolol hydrochloride; 6452-73-9; Evinrozit; Ranidrox; Rixiprol; ...,C15H24ClNO3,C15H24ClNO3,Isomeric SMILES: CC(C)NCC(COC1=CC=CC=C1OCC=C)O.Cl,71172,  2005-06-24
3178,methscopolamine; Methylscopolamine; N-Methylscopolamine; N-methyl scopolamine; 13265-10-6; ...,C18H24NO4+,C18H24NO4+,Isomeric SMILES: C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4)C,71183,  2005-06-29
3179,Ibafloxacin; Ibafloxacine; 91618-36-9; R835; R-835; ...,C15H14FNO3,C15H14FNO3,Isomeric SMILES: CC1CCC2=C3N1C=C(C(=O)C3=CC(=C2C)F)C(=O)O,71186,  2005-08-01
3180,"Prednisolone steaglate; 5060-55-9; UNII-OZQ2XN817F; OZQ2XN817F; [2-[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-2-oxoethyl] octadecanoate; ...",C41H64O8,C41H64O8,Isomeric SMILES: CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O,71206,  2005-08-08
3181,"Nicaraven; 79455-30-4; N,N'-(Propane-1,2-diyl)dinicotinamide; Antevas; N,N'-Propylenenicotinamide; ...",C15H16N4O2,C15H16N4O2,Isomeric SMILES: CC(CNC(=O)C1=CN=CC=C1)NC(=O)C2=CN=CC=C2,71234,  2005-08-08
3182,Vapreotide; 103222-11-3; RC 160; CCRIS 6495; BMY 41606; ...,C57H70N12O9S2,C57H70N12O9S2,Isomeric SMILES: CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)N,71306,  2005-08-08
3183,Atipamezole; 104054-27-5; Antisedan; MPV 1248; MPV-1248; ...,C14H16N2,C14H16N2,Isomeric SMILES: CCC1(CC2=CC=CC=C2C1)C3=CN=CN3,71310,  2005-08-08
